"","addr_state","annual_inc","int_rate","issue_d","loan_amnt"
"16415","SC",55000,10,2011,8000
"16416","CT",36000,10,2011,5075
"16417","OH",14400,10.37,2011,2000
"16418","PA",44400,12.68,2011,2500
"16419","CA",69600,12.68,2011,1350
"16420","NJ",1e+05,10.74,2011,19200
"16421","MN",23000,10,2011,4800
"16422","NJ",54000,17.14,2011,10000
"16423","LA",134400,12.68,2011,10000
"16424","CT",21600,12.68,2011,6000
"16425","MN",31400,12.68,2011,6500
"16426","CT",61000,7.29,2011,6000
"16427","NY",84000,10.37,2011,7500
"16428","CA",30000,15.65,2011,6000
"16429","CO",155004,18.62,2011,30000
"16430","CA",42000,11.11,2011,12000
"16431","FL",35000,9.63,2011,4000
"16432","OH",56000,16.02,2011,19575
"16433","WA",140000,7.66,2011,2700
"16434","LA",80000,15.28,2011,29700
"16435","NY",70000,13.8,2011,16000
"16436","WA",140000,15.65,2011,28000
"16437","WV",69600,7.29,2011,12000
"16438","VT",47940,9.63,2011,15000
"16439","CT",51000,14.91,2011,12000
"16440","KY",132000,15.28,2011,8000
"16441","IL",75000,7.66,2011,5000
"16442","FL",75705,15.65,2011,35000
"16443","FL",14000,10,2011,4750
"16444","IL",75000,10,2011,20000
"16445","NJ",89500,17.14,2011,25000
"16446","CT",210000,12.68,2011,16000
"16447","FL",80000,10.37,2011,14200
"16448","NY",325000,21.22,2011,35000
"16449","NV",36000,15.65,2011,10600
"16450","CT",170000,13.06,2011,35000
"16451","PA",126132,14.54,2011,14400
"16452","IL",42000,9.63,2011,6025
"16453","FL",84996,19.74,2011,25000
"16454","OH",40800,10,2011,6000
"16455","CA",23760,10,2011,2800
"16456","MD",50004,16.02,2011,10000
"16457","FL",39996,10.74,2011,10000
"16458","PA",30696,13.43,2011,14500
"16459","CA",46152,11.11,2011,14525
"16460","NJ",165000,17.88,2011,20000
"16461","CA",78400,10,2011,1200
"16462","CA",68000,15.65,2011,8000
"16463","IL",302000,17.88,2011,24000
"16464","MO",70000,10.74,2011,10000
"16465","CA",38400,7.29,2011,4000
"16466","NY",48000,14.54,2011,12000
"16467","TX",95000,14.17,2011,35000
"16468","TX",66000,7.66,2011,7000
"16469","CA",40000,14.54,2011,9600
"16470","CA",48000,10.74,2011,4200
"16471","AZ",72500,16.77,2011,25000
"16472","VA",39996,16.4,2011,18000
"16473","WA",40000,15.28,2011,12500
"16474","NC",53000,15.65,2011,12000
"16475","NY",41004,16.4,2011,5000
"16476","CO",85000,14.91,2011,6250
"16477","NY",175000,16.4,2011,15000
"16478","OH",32000,16.77,2011,2000
"16479","TX",35000,10.74,2011,3000
"16480","RI",55000,11.11,2011,9000
"16481","MD",65000,15.28,2011,15000
"16482","OR",140000,20.11,2011,28000
"16483","CA",20000,13.8,2011,5000
"16484","CO",85000,5.42,2011,5600
"16485","TX",79200,17.14,2011,15000
"16486","MA",53040,12.68,2011,4000
"16487","FL",101000,13.8,2011,20000
"16488","IL",36500,11.11,2011,8000
"16489","MD",36000,5.79,2011,4800
"16490","CA",128000,11.11,2011,32000
"16491","MO",32000,16.02,2011,12800
"16492","CA",108000,11.11,2011,10000
"16493","CA",64800,9.63,2011,7500
"16494","SC",40000,11.11,2011,2125
"16495","CO",63000,13.8,2011,17500
"16496","CA",129996,11.11,2011,30000
"16497","CA",1e+05,17.88,2011,16000
"16498","NM",38832,10.37,2011,10000
"16499","MO",24996,9.63,2011,12000
"16500","CA",110656,13.06,2011,7500
"16501","MA",30600,7.29,2011,7000
"16502","CA",52000,7.29,2011,12000
"16503","MA",80000,5.42,2011,10250
"16504","NJ",25920,12.68,2011,10000
"16505","CA",75000,15.65,2011,35000
"16506","PA",29000,9.63,2011,7200
"16507","NY",175000,10.37,2011,25000
"16508","GA",42000,5.79,2011,2000
"16509","CA",55200,12.68,2011,6500
"16510","OK",42000,16.02,2011,18000
"16511","NJ",48000,9.63,2011,6000
"16512","KY",20400,13.06,2011,3300
"16513","OR",70000,10.74,2011,2200
"16514","CA",64000,5.79,2011,7000
"16515","VA",130000,16.4,2011,20000
"16516","CT",28854,16.4,2011,2400
"16517","MO",56000,7.66,2011,9600
"16518","MA",51000,5.79,2011,9000
"16519","MI",38400,7.66,2011,4250
"16520","NJ",60000,14.17,2011,8000
"16521","NM",65000,16.77,2011,30000
"16522","MA",30500,13.06,2011,3500
"16523","CA",71000,5.79,2011,9600
"16524","HI",39779,5.79,2011,12000
"16525","CO",48000,15.65,2011,5000
"16526","AL",50800,16.4,2011,10000
"16527","CA",61000,7.29,2011,4200
"16528","CA",56000,7.29,2011,12000
"16529","NJ",40000,11.11,2011,5000
"16530","CA",82000,12.68,2011,35000
"16531","GA",32004,5.42,2011,7200
"16532","WI",22800,9.63,2011,6000
"16533","NJ",83236,6.92,2011,7000
"16534","CA",65000,5.79,2011,12300
"16535","WV",115000,13.43,2011,5600
"16536","NJ",60000,17.14,2011,15000
"16537","VA",67476,13.06,2011,26500
"16538","NM",65061,17.14,2011,12000
"16539","CA",48000,16.4,2011,22475
"16540","PA",30000,17.51,2011,8875
"16541","FL",39996,9.63,2011,12000
"16542","NY",150000,7.29,2011,7000
"16543","NJ",110000,7.29,2011,10000
"16544","CA",44928,13.06,2011,1000
"16545","FL",73505,10.37,2011,9600
"16546","NY",82000,10.37,2011,18000
"16547","NY",75000,7.29,2011,15000
"16548","IL",60000,13.06,2011,25000
"16549","OH",84700,17.51,2011,24575
"16550","FL",47000,7.66,2011,15000
"16551","MO",145000,14.91,2011,15000
"16552","TX",195000,9.63,2011,20000
"16553","MD",46000,16.02,2011,8000
"16554","NC",82000,10.37,2011,15000
"16555","IL",72000,15.28,2011,10500
"16556","IL",64700,10.37,2011,30000
"16557","NY",8400,7.29,2011,3500
"16558","PA",43500,13.8,2011,7200
"16559","GA",24996,21.59,2011,4700
"16560","PA",52000,5.79,2011,9000
"16561","FL",10980,7.29,2011,1500
"16562","PA",79135,15.65,2011,10800
"16563","WI",88000,11.11,2011,17000
"16564","IL",28800,5.79,2011,2000
"16565","CA",32000,11.11,2011,4800
"16566","CA",35000,17.88,2011,14000
"16567","MD",30000,7.66,2011,6000
"16568","MI",85000,13.06,2011,16000
"16569","IL",61000,12.68,2011,7600
"16570","GA",106305.6,15.65,2011,31000
"16571","CA",59964,14.91,2011,9600
"16572","WA",46800,10.37,2011,14000
"16573","FL",48000,10,2011,5000
"16574","WA",89200,16.02,2011,20000
"16575","CO",30996,17.51,2011,13000
"16576","NY",37000,14.91,2011,1200
"16577","FL",34000,14.17,2011,13475
"16578","AR",106800,13.06,2011,16000
"16579","NJ",60000,15.28,2011,12000
"16580","CA",120000,14.91,2011,12000
"16581","CA",71000,12.68,2011,8000
"16582","IL",55000,13.8,2011,8000
"16583","MO",34000,5.79,2011,5000
"16584","MO",46000,10.74,2011,17500
"16585","IL",53000,14.91,2011,9900
"16586","CA",193000,13.06,2011,10000
"16587","NJ",80070,10.74,2011,27525
"16588","CA",60000,13.8,2011,20000
"16589","PA",80730,7.29,2011,9600
"16590","RI",72576,7.29,2011,9600
"16591","OK",78000,5.79,2011,8000
"16592","KY",59000,5.79,2011,4000
"16593","MD",35142,11.11,2011,8000
"16594","TX",110004,10.37,2011,15000
"16595","NJ",67746,12.68,2011,33000
"16596","CA",56000,12.68,2011,7000
"16597","WA",76000,10.37,2011,20000
"16598","NY",140000,15.65,2011,16000
"16599","NY",1e+05,7.66,2011,6000
"16600","CA",50000,16.4,2011,3600
"16601","CA",36000,5.42,2011,4000
"16602","CA",52000,11.11,2011,8000
"16603","NY",101424,7.29,2011,2000
"16604","CO",30000,20.48,2011,12375
"16605","NH",28800,10.37,2011,5400
"16606","MI",27500,11.11,2011,6300
"16607","TX",76800,13.8,2011,20000
"16608","NY",45000,7.66,2011,8000
"16609","LA",50000,10.74,2011,18225
"16610","MD",170000,14.17,2011,35000
"16611","MD",45000,11.11,2011,6000
"16612","TX",54400,7.66,2011,3300
"16613","OH",57600,10.74,2011,6000
"16614","MA",130000,10.37,2011,14000
"16615","NY",95000,16.77,2011,10000
"16616","MI",21000,12.68,2011,10000
"16617","MI",360000,21.59,2011,35000
"16618","NY",75000,12.68,2011,4000
"16619","OH",72000,5.79,2011,3000
"16620","PA",50400,12.68,2011,13500
"16621","PA",49992,14.17,2011,10000
"16622","WA",52000,10.74,2011,24000
"16623","CA",65000,17.14,2011,8000
"16624","CA",80892,18.62,2011,10000
"16625","AR",75000,18.25,2011,17600
"16626","MO",30000,5.79,2011,3800
"16627","OH",45000,10.74,2011,6500
"16628","CA",33600,10.37,2011,3100
"16629","MD",54000,17.14,2011,17000
"16630","TX",65700,10.37,2011,6800
"16631","SC",88000,11.11,2011,5000
"16632","MO",30000,10,2011,5125
"16633","TX",110000,9.63,2011,5000
"16634","NM",55000,10,2011,6000
"16635","KY",50400,7.66,2011,12000
"16636","CA",30000,5.79,2011,4200
"16637","CA",32000,7.29,2011,1500
"16638","MO",37680,14.91,2011,5600
"16639","VA",117000,6.92,2011,11000
"16640","MD",75000,10.74,2011,12000
"16641","CA",13000,16.77,2011,1000
"16642","IL",50052,9.63,2011,15000
"16643","PA",18500,7.66,2011,7000
"16644","NV",80004,10,2011,9600
"16645","FL",109200,15.65,2011,30000
"16646","MD",52000,10,2011,6500
"16647","OR",15600,14.91,2011,1200
"16648","TX",60000,10,2011,3000
"16649","TX",50000,7.29,2011,4000
"16650","TX",50000,6.92,2011,4000
"16651","NY",40000,12.68,2011,4200
"16652","CA",40000,16.4,2011,15000
"16653","CT",90000,7.29,2011,5000
"16654","CT",77378,10.74,2011,28000
"16655","CA",79000,16.4,2011,30000
"16656","NM",30000,10.74,2011,8000
"16657","CA",32000,14.91,2011,7000
"16658","NJ",93000,10,2011,12000
"16659","IL",36400,11.11,2011,7000
"16660","CA",33000,14.91,2011,4800
"16661","CA",51000,15.28,2011,6000
"16662","NJ",47000,10.37,2011,8500
"16663","CA",43200,14.54,2011,9000
"16664","OH",28800,10.74,2011,4000
"16665","IL",22812.72,14.54,2011,4125
"16666","MI",62000,10,2011,9000
"16667","CA",44196,13.8,2011,5500
"16668","NY",66000,10,2011,9350
"16669","NC",96000,12.68,2011,25000
"16670","FL",43000,7.66,2011,7500
"16671","TX",50004,10,2011,12000
"16672","MN",57600,10.37,2011,6500
"16673","MN",43000,7.29,2011,17500
"16674","NC",36000,15.28,2011,5300
"16675","PA",88812.93,15.65,2011,29000
"16676","NJ",31000,5.42,2011,5000
"16677","MD",60000,13.8,2011,25000
"16678","CA",56000,14.91,2011,15000
"16679","NY",54000,12.68,2011,19000
"16680","IL",95000,10.74,2011,20000
"16681","GA",103200,10.37,2011,2200
"16682","CA",57600,10.37,2011,20000
"16683","FL",77004,9.63,2011,15000
"16684","OH",40800,5.79,2011,7975
"16685","OR",22452,7.29,2011,12000
"16686","FL",18996,15.28,2011,3200
"16687","NY",66000,10.37,2011,21000
"16688","FL",71700,13.8,2011,9000
"16689","SC",57359,6.92,2011,9000
"16690","DC",65000,17.14,2011,10000
"16691","AZ",99000,14.91,2011,15000
"16692","OH",22951,15.28,2011,3000
"16693","CA",36996,11.11,2011,4200
"16694","MD",65000,14.54,2011,4800
"16695","LA",47000,16.77,2011,4800
"16696","CA",85000,14.91,2011,12875
"16697","CA",64800,10.37,2011,16000
"16698","CA",57600,7.66,2011,17000
"16699","CA",130000,16.02,2011,32000
"16700","NH",56000,17.51,2011,14000
"16701","CA",34560,16.02,2011,9600
"16702","NC",168300,17.14,2011,34200
"16703","MI",42000,13.43,2011,4000
"16704","CT",25000,10.74,2011,8000
"16705","CA",48000,9.63,2011,15000
"16706","CA",49800,10.74,2011,10000
"16707","VA",57000,13.06,2011,25000
"16708","CA",38400,7.66,2011,10000
"16709","VA",52000,11.11,2011,25000
"16710","VA",115000,9.63,2011,15000
"16711","CO",38000,16.02,2011,12000
"16712","TX",110000,14.17,2011,35000
"16713","KS",40000,11.11,2011,5925
"16714","OH",54500,20.11,2011,5000
"16715","CA",1e+05,18.62,2011,15000
"16716","CA",54000,13.43,2011,17000
"16717","KY",39000,16.02,2011,14500
"16718","IL",52000,7.66,2011,3000
"16719","WI",45600,12.68,2011,4000
"16720","AZ",34000,7.66,2011,2000
"16721","IL",40000,10.74,2011,6500
"16722","NJ",59000,14.17,2011,10000
"16723","NY",70000,15.28,2011,8000
"16724","NY",102000,18.25,2011,25000
"16725","CO",65544,10.74,2011,5000
"16726","LA",78636,17.14,2011,26025
"16727","IL",214992,14.17,2011,30000
"16728","AL",1e+05,6.92,2011,5000
"16729","MO",135996,18.25,2011,14400
"16730","FL",70000,14.54,2011,9000
"16731","MN",103000,13.06,2011,9600
"16732","MA",71000,13.43,2011,11000
"16733","KS",45000,13.06,2011,25000
"16734","WV",16800,7.29,2011,3900
"16735","IL",110000,13.43,2011,30000
"16736","PA",125000,16.77,2011,14400
"16737","KS",39216,18.25,2011,16000
"16738","MA",120000,10,2011,15000
"16739","MD",60000,5.79,2011,5000
"16740","NV",77658,13.8,2011,21600
"16741","OR",68069,5.42,2011,8100
"16742","NY",55000,10.37,2011,8000
"16743","CA",1e+05,15.65,2011,12000
"16744","MI",31000,13.43,2011,4800
"16745","MD",70000,6.92,2011,7125
"16746","NC",52680,14.54,2011,8000
"16747","CA",65000,13.43,2011,5000
"16748","CA",65000,16.77,2011,18000
"16749","NY",54000,7.66,2011,6000
"16750","FL",50000,11.11,2011,6500
"16751","MI",46800,14.91,2011,6000
"16752","NJ",73000,11.11,2011,29700
"16753","MI",133500,10.37,2011,10000
"16754","CA",120000,12.68,2011,10000
"16755","TX",42000,18.62,2011,10000
"16756","MD",45000,10.74,2011,8000
"16757","OH",46000,15.65,2011,12000
"16758","CA",70000,11.11,2011,16000
"16759","CA",24000,6.92,2011,7000
"16760","OR",43860,9.63,2011,5600
"16761","PA",90000,5.79,2011,12000
"16762","NJ",24000,12.68,2011,5600
"16763","WA",26400,14.54,2011,3000
"16764","VA",53000,17.14,2011,24000
"16765","PA",28308.8,17.14,2011,10500
"16766","IL",48000,6.92,2011,5000
"16767","GA",61200,11.11,2011,30000
"16768","CO",52800,14.17,2011,2400
"16769","GA",70800,10.74,2011,16225
"16770","PA",38500,15.28,2011,10000
"16771","MO",150000,7.29,2011,7200
"16772","HI",35000,10.37,2011,4200
"16773","CA",50000,16.4,2011,16000
"16774","GA",102500,18.25,2011,18200
"16775","CO",86000,7.29,2011,8000
"16776","MN",55000,12.68,2011,18500
"16777","CA",78000,16.77,2011,21000
"16778","PA",16572,13.06,2011,5550
"16779","PA",31000,14.54,2011,2500
"16780","PA",46500,9.63,2011,8250
"16781","CA",30000,7.29,2011,6000
"16782","CA",51356,5.79,2011,6000
"16783","IL",41000,7.29,2011,9000
"16784","CA",75000,6.92,2011,12000
"16785","MN",68947.2,16.77,2011,12000
"16786","AL",36000,16.4,2011,6625
"16787","KS",55560,10.37,2011,16250
"16788","OK",125000,7.66,2011,15000
"16789","NC",48000,9.63,2011,4000
"16790","VA",118000,13.06,2011,35000
"16791","CA",55000,10.74,2011,7000
"16792","FL",27000,11.11,2011,9000
"16793","MI",25000,10.37,2011,8000
"16794","CA",70000,7.29,2011,10000
"16795","IL",37000,10.74,2011,13000
"16796","CA",36000,11.11,2011,15850
"16797","VT",75000,15.28,2011,15000
"16798","NY",99000,7.29,2011,10000
"16799","CA",80000,15.65,2011,10000
"16800","TX",21000,5.79,2011,4000
"16801","AZ",1e+05,17.14,2011,7500
"16802","NJ",80000,7.29,2011,5000
"16803","TX",120996,7.66,2011,4000
"16804","NY",25000,16.4,2011,6000
"16805","CT",47000,10.37,2011,12000
"16806","CA",66500,9.63,2011,5000
"16807","GA",36000,11.11,2011,13000
"16808","AZ",66000,10.74,2011,2700
"16809","NJ",54000,16.02,2011,8000
"16810","NY",160000,11.11,2011,16000
"16811","KS",60000,7.66,2011,7875
"16812","OK",66400,7.29,2011,6000
"16813","VA",40560,7.29,2011,3000
"16814","PA",36500,13.43,2011,14000
"16815","WV",81996,16.77,2011,30000
"16816","NY",35000,18.25,2011,4800
"16817","MD",30000,10,2011,16000
"16818","NY",53000,6.92,2011,6850
"16819","CA",75000,7.66,2011,19200
"16820","KY",86000,14.91,2011,14000
"16821","NJ",70000,9.63,2011,3000
"16822","TX",105000,12.68,2011,15000
"16823","OR",50000,10.37,2011,21850
"16824","AZ",59500,10.37,2011,5100
"16825","NC",30000,13.43,2011,10000
"16826","CO",44004,7.29,2011,9275
"16827","TX",43680,10.37,2011,12000
"16828","NY",50000,10,2011,11000
"16829","AZ",44000,7.66,2011,2400
"16830","HI",48000,10.74,2011,7000
"16831","IL",105000,13.8,2011,25000
"16832","GA",24000,5.79,2011,4500
"16833","NJ",52000,15.65,2011,12000
"16834","CA",75000,16.4,2011,9175
"16835","CO",50400,7.29,2011,3000
"16836","NV",66000,10.37,2011,11350
"16837","NY",40000,10.74,2011,3000
"16838","CO",55000,16.77,2011,8000
"16839","OR",28600,10.37,2011,6700
"16840","CT",25380,15.65,2011,5000
"16841","CA",81744,14.91,2011,12000
"16842","NM",52000,10,2011,15000
"16843","MO",95000,14.91,2011,24000
"16844","MD",30000,6.92,2011,4200
"16845","MO",72000,17.88,2011,4800
"16846","TX",60000,10.37,2011,6000
"16847","PA",60000,11.11,2011,7000
"16848","OK",175000,15.65,2011,35000
"16849","NY",16800,11.11,2011,1000
"16850","CA",30000,11.11,2011,12000
"16851","MI",57600,7.66,2011,8000
"16852","FL",36000,11.11,2011,12000
"16853","MO",113316,10.37,2011,3000
"16854","FL",27600,10.37,2011,10000
"16855","MA",22944,11.11,2011,5000
"16856","MO",64800,16.77,2011,4500
"16857","AL",60000,13.06,2011,2000
"16858","FL",70000,15.65,2011,15000
"16859","FL",95000,12.68,2011,15000
"16860","CO",80000,5.79,2011,16000
"16861","CA",82000,6.92,2011,10000
"16862","NH",85500,10,2011,20675
"16863","CO",65500,14.91,2011,16000
"16864","AL",85000,10.37,2011,35000
"16865","TX",80000,12.68,2011,35000
"16866","AL",65000,14.91,2011,28000
"16867","NY",40560,10,2011,2700
"16868","CA",66500,14.91,2011,5600
"16869","MI",34000,7.66,2011,13500
"16870","NJ",89440,5.79,2011,8000
"16871","CA",98000,20.11,2011,20675
"16872","WI",60000,12.68,2011,10000
"16873","OR",27300,13.06,2011,5000
"16874","NJ",83200,13.06,2011,9975
"16875","TX",46000,12.68,2011,6000
"16876","IL",180000,14.91,2011,28000
"16877","IL",49000,6.92,2011,2700
"16878","WA",170004,11.11,2011,10000
"16879","CA",110000,10.74,2011,10000
"16880","FL",55000,14.91,2011,6000
"16881","IL",78000,19.36,2011,24000
"16882","RI",48000,16.02,2011,10000
"16883","MO",103641,10.74,2011,4800
"16884","NC",62510,10.74,2011,12000
"16885","IL",44400,10,2011,7000
"16886","NY",33864,14.91,2011,6000
"16887","MA",75500,14.91,2011,3500
"16888","KS",31000,5.42,2011,5200
"16889","RI",34800,10.37,2011,14125
"16890","OH",54000,5.42,2011,3000
"16891","MI",9600,13.06,2011,1000
"16892","IL",55000,16.4,2011,5600
"16893","CA",110000,17.88,2011,26000
"16894","VA",51996,6.92,2011,5000
"16895","CA",24000,7.29,2011,1500
"16896","NY",65000,7.29,2011,10000
"16897","NY",63504,10,2011,3500
"16898","MO",95000,17.51,2011,15000
"16899","AL",82000,10,2011,14000
"16900","TX",48000,10.74,2011,1850
"16901","RI",66000,10.37,2011,10000
"16902","NJ",61000,16.77,2011,12000
"16903","VA",60000,5.42,2011,5000
"16904","VA",65000,14.17,2011,24000
"16905","CA",42000,10,2011,8000
"16906","CA",39150,17.14,2011,8000
"16907","NY",60000,7.29,2011,21450
"16908","NC",107004,10,2011,15000
"16909","MD",120000,10.74,2011,14400
"16910","VA",108000,10.74,2011,20000
"16911","PA",120000,18.62,2011,24000
"16912","GA",42000,11.11,2011,7000
"16913","NM",120000,10.37,2011,18225
"16914","KS",60000,18.25,2011,33950
"16915","OK",54000,10.37,2011,16075
"16916","MI",42000,15.28,2011,8000
"16917","AZ",24000,14.91,2011,1000
"16918","DE",84000,7.66,2011,5900
"16919","VA",62467,10.37,2011,6500
"16920","NY",110000,11.11,2011,15000
"16921","FL",40000,7.66,2011,10850
"16922","AZ",54000,10,2011,3000
"16923","NH",24000,5.79,2011,8000
"16924","CA",29500,15.65,2011,6800
"16925","NJ",59000,10.37,2011,12000
"16926","CO",60000,10.37,2011,9000
"16927","NV",42000,14.17,2011,8000
"16928","NJ",65000,5.79,2011,10000
"16929","MD",36000,6.92,2011,8400
"16930","MN",49200,5.42,2011,9600
"16931","GA",95496,13.06,2011,20000
"16932","MA",105000,15.65,2011,10000
"16933","FL",52200,14.91,2011,12000
"16934","IL",57600,18.25,2011,10400
"16935","FL",94128,7.29,2011,4400
"16936","LA",13296,9.63,2011,4950
"16937","OR",38268,7.29,2011,3600
"16938","CA",24000,12.68,2011,1000
"16939","MI",87600,13.8,2011,18000
"16940","CT",175000,10.74,2011,25000
"16941","NC",48996,7.29,2011,5000
"16942","FL",80140,10.37,2011,11300
"16943","NJ",28800,6.92,2011,7225
"16944","FL",68000,12.68,2011,9500
"16945","NC",36000,7.29,2011,3000
"16946","PA",16000,9.63,2011,6000
"16947","WI",59600,5.79,2011,5000
"16948","CA",32400,10,2011,3000
"16949","NJ",65000,14.17,2011,25000
"16950","FL",35000,15.28,2011,7200
"16951","NY",65000,9.63,2011,8750
"16952","RI",37000,17.51,2011,15000
"16953","NY",29000,7.29,2011,1000
"16954","NY",84000,7.29,2011,7000
"16955","CA",57120,10.37,2011,2750
"16956","CT",29412,10.37,2011,15075
"16957","TX",57000,13.43,2011,15000
"16958","CA",50000,13.06,2011,8000
"16959","CA",43680,14.17,2011,20000
"16960","IL",30000,11.11,2011,3500
"16961","CA",22000,7.66,2011,9000
"16962","OH",75000,13.06,2011,25000
"16963","CA",30000,17.88,2011,10200
"16964","NV",26400,11.11,2011,1500
"16965","AL",135996,13.06,2011,8000
"16966","VA",35000,12.68,2011,6500
"16967","TX",100008,16.4,2011,10000
"16968","CA",87000,7.29,2011,13000
"16969","CA",1e+05,10,2011,15000
"16970","PA",60000,9.63,2011,16000
"16971","MD",61500,10.37,2011,15000
"16972","FL",110000,11.11,2011,5000
"16973","MA",44000,7.29,2011,11000
"16974","FL",42000,7.29,2011,5000
"16975","FL",33000,7.29,2011,12375
"16976","MD",55000,16.4,2011,2400
"16977","AR",110000,19.36,2011,35000
"16978","TX",27138,9.63,2011,2750
"16979","TX",41500,11.11,2011,11700
"16980","FL",26458,14.91,2011,5000
"16981","CA",60000,10.37,2011,3800
"16982","MI",45000,5.42,2011,7000
"16983","VA",67000,16.4,2011,9000
"16984","NY",50000,6.92,2011,9200
"16985","TX",120000,11.11,2011,16000
"16986","VA",70000,10.37,2011,35000
"16987","CA",72000,16.02,2011,13325
"16988","MD",42000,10.37,2011,11200
"16989","TX",2e+05,17.14,2011,35000
"16990","CA",75000,9.63,2011,9000
"16991","CT",39000,11.11,2011,11000
"16992","PA",40800,9.63,2011,9700
"16993","CA",120000,19.36,2011,33600
"16994","NY",85000,15.65,2011,35000
"16995","FL",85000,10.37,2011,20000
"16996","GA",41280,15.28,2011,2650
"16997","NY",225000,11.11,2011,21000
"16998","CO",86400,10.74,2011,20000
"16999","CA",31958.88,17.14,2011,6325
"17000","NY",60000,16.4,2011,16000
"17001","NY",37000,17.14,2011,6000
"17002","NY",37500,7.66,2011,2400
"17003","MN",11808,14.91,2011,1000
"17004","MO",43000,11.11,2011,10000
"17005","CA",43200,11.11,2011,4000
"17006","IL",85000,16.02,2011,14000
"17007","IL",50000,14.91,2011,5000
"17008","PA",45000,16.4,2011,17000
"17009","FL",35000,6.92,2011,3600
"17010","CA",70800,16.4,2011,17500
"17011","NM",32700,7.29,2011,4200
"17012","GA",48000,10.74,2011,2000
"17013","TX",105600,10.74,2011,35000
"17014","NJ",24000,10,2011,6000
"17015","VA",79000,15.65,2011,25000
"17016","NC",195000,6.92,2011,6000
"17017","TX",89796,11.11,2011,9000
"17018","CA",50000,16.4,2011,10800
"17019","FL",75000,6,2011,6400
"17020","NY",30720,10.37,2011,10000
"17021","SC",62000,10.74,2011,4000
"17022","DC",74000,5.42,2011,5050
"17023","PA",52400,17.51,2011,27300
"17024","GA",70000,16.02,2011,14800
"17025","TX",135000,11.11,2011,20000
"17026","SD",42000,17.51,2011,9600
"17027","MI",90000,7.29,2011,12000
"17028","PA",54000,6.92,2011,13000
"17029","NJ",98000,18.99,2011,20000
"17030","NJ",58500,14.91,2011,7200
"17031","FL",21216,14.54,2011,4500
"17032","CA",154000,5.79,2011,6000
"17033","MD",71000,18.99,2011,20000
"17034","FL",25000,14.17,2011,4000
"17035","NY",52500,10.37,2011,20000
"17036","CA",110000,11.11,2011,21000
"17037","CO",66000,7.66,2011,3000
"17038","CA",50100,10,2011,6000
"17039","CA",80000,18.25,2011,13750
"17040","LA",33600,13.06,2011,12000
"17041","TX",39996,14.91,2011,3500
"17042","MO",40906,9.63,2011,7500
"17043","TX",137000,13.06,2011,35000
"17044","VA",38000,11.11,2011,5000
"17045","VT",42996,10.74,2011,11000
"17046","NY",69996,20.48,2011,30000
"17047","CA",79992,10,2011,6000
"17048","CA",275000,14.91,2011,10000
"17049","AZ",120000,18.25,2011,35000
"17050","CA",42000,12.68,2011,6000
"17051","MI",103000,7.66,2011,2500
"17052","OR",52500,7.66,2011,2225
"17053","GA",82500,5.79,2011,10000
"17054","CA",51600,12.68,2011,3000
"17055","WA",91200,6.92,2011,12000
"17056","PA",40000,10.37,2011,8400
"17057","VA",42000,10.74,2011,4000
"17058","IL",57995,10.37,2011,5600
"17059","CA",36000,9.63,2011,15000
"17060","NC",52000,15.65,2011,15000
"17061","CT",45252,17.51,2011,4000
"17062","MO",42000,13.8,2011,3900
"17063","PA",45000,16.77,2011,12000
"17064","GA",52360,13.43,2011,12000
"17065","NH",144000,14.17,2011,10000
"17066","NJ",65004,15.28,2011,20000
"17067","CA",41000,7.29,2011,2400
"17068","CA",33600,14.91,2011,6000
"17069","AL",37500,10.37,2011,3300
"17070","NJ",150000,16.4,2011,8000
"17071","CA",149400,13.06,2011,3000
"17072","PA",38000,5.79,2011,4500
"17073","GA",71000,9.63,2011,20000
"17074","IL",1e+05,16.02,2011,5000
"17075","TX",25800,14.17,2011,11200
"17076","NY",35000,14.91,2011,6400
"17077","AZ",60000,7.66,2011,12000
"17078","TX",60000,18.25,2011,13000
"17079","FL",93468,18.62,2011,30000
"17080","MN",75000,15.65,2011,12375
"17081","GA",56000,13.06,2011,10000
"17082","OH",48000,14.17,2011,12000
"17083","SC",24480,5.79,2011,4375
"17084","NV",77000,10.37,2011,16800
"17085","IL",26400,7.29,2011,3000
"17086","AZ",35000,11.11,2011,5600
"17087","FL",26500,7.29,2011,1900
"17088","VA",70000,16.02,2011,32000
"17089","CA",31200,15.28,2011,12000
"17090","CO",37000,10.37,2011,10000
"17091","NC",65000,20.11,2011,21250
"17092","NJ",61000,10.37,2011,12000
"17093","PA",60000,6.92,2011,7000
"17094","DC",45000,12.68,2011,5000
"17095","WI",35424,16.02,2011,8000
"17096","CA",2e+05,13.06,2011,21000
"17097","WY",95400,12.68,2011,5000
"17098","CA",14400,10,2011,4375
"17099","OH",55000,19.36,2011,20000
"17100","AK",110004,15.28,2011,6300
"17101","NJ",78100,5.42,2011,2425
"17102","NC",85000,10.37,2011,15000
"17103","LA",82000,11.11,2011,15000
"17104","IL",268000,10.37,2011,24000
"17105","AL",87500,11.11,2011,19200
"17106","CA",34000,9.63,2011,13000
"17107","MN",31200,5.42,2011,11200
"17108","FL",60000,7.66,2011,5000
"17109","NY",98000,12.68,2011,15000
"17110","IL",50000,14.91,2011,12700
"17111","MI",70000,7.66,2011,10000
